province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
甘肃省,2013-08-06,23.58,26.73,4.12,2.81,0.18,71.82,1.49,-1.75,291.31,51.58,78469.37,36,一级
甘肃省,2013-08-07,15.16,16.87,2.63,3.48,0.18,70.27,2.4,-1.93,290.04,49.99,78697.84,36,一级
甘肃省,2013-08-08,16.01,19.57,2.74,3.46,0.22,75.03,0.28,0.41,292.47,35.98,78548.91,38,一级
甘肃省,2013-08-09,15.35,18.7,3.1,2.84,0.21,74.68,-0.88,1.25,293.73,37.37,78400.16,38,一级
甘肃省,2013-08-10,18.74,22.05,4.54,2.3,0.2,72.74,0.12,0.49,292.84,46.72,78521.3,37,一级
甘肃省,2013-08-11,18.14,19.96,4.17,2.26,0.2,75.27,-0.18,0.48,292.83,47.17,78658.73,38,一级
甘肃省,2013-08-12,16.16,19.72,3.9,2.92,0.2,75.7,-1.17,0.57,294.59,37.5,78568.66,38,一级
甘肃省,2013-08-13,18.83,22.74,4.57,2.71,0.2,75.33,-2.71,1.59,294.97,39.61,78362.17,38,一级
甘肃省,2013-08-14,25.88,30.51,6.32,2.49,0.21,73.97,-1.54,0.93,294.35,45.74,78321.7,37,一级
甘肃省,2013-08-15,27.82,32.54,5.18,1.99,0.18,68.53,1.57,-0.62,290.81,60.44,78683.26,40,一级
甘肃省,2013-08-16,22.05,25.32,3.27,1.98,0.15,68.36,-0.13,-2.06,289.77,59.68,78827.94,35,一级
甘肃省,2013-08-17,15.99,18.42,3.02,2.07,0.14,72.62,-2.92,-0.38,290.52,52.02,78768.94,37,一级
甘肃省,2013-08-18,18.48,23.36,4.28,2.37,0.15,73.42,-3.01,2.07,291.9,50.89,78652.07,37,一级
甘肃省,2013-08-19,22.85,27.08,5.75,2.34,0.16,75.95,-0.42,1.39,291.55,55.68,78667.11,38,一级
甘肃省,2013-08-20,21.47,25.77,5.33,2.11,0.17,80.1,-1.69,0.54,291.19,53.48,78712.66,41,一级
甘肃省,2013-08-21,23.32,27.39,5.72,2.23,0.18,81.13,-2.77,1.19,291.72,56.55,78635.92,41,一级
甘肃省,2013-08-22,23.85,28.12,5.86,2.23,0.18,79.69,-2.7,0.67,291.14,65.27,78739.32,40,一级
甘肃省,2013-08-23,24.0,27.13,7.0,2.34,0.19,84.47,-2.01,0.01,291.7,63.92,78831.54,43,一级
甘肃省,2013-08-24,26.99,30.22,8.01,2.4,0.21,86.65,-2.69,0.49,292.81,54.83,78799.7,44,一级
甘肃省,2013-08-25,31.75,37.27,8.54,2.61,0.24,87.48,-3.85,1.9,293.67,50.08,78581.83,46,一级
甘肃省,2013-08-26,40.0,45.08,8.76,2.5,0.24,86.31,-0.56,1.17,291.73,59.56,78440.61,57,二级
甘肃省,2013-08-27,31.88,36.71,7.07,2.07,0.2,82.18,1.52,-1.59,289.06,67.3,78663.62,46,一级
甘肃省,2013-08-28,16.33,18.5,2.54,2.03,0.15,80.73,0.94,-2.44,288.53,51.63,78818.54,41,一级
甘肃省,2013-08-29,15.11,18.18,2.41,2.23,0.15,82.6,-0.79,-1.18,290.04,34.89,78877.77,42,一级
甘肃省,2013-08-30,18.05,20.46,3.44,2.48,0.16,77.83,-3.69,1.32,290.22,33.89,78792.86,39,一级
甘肃省,2013-08-31,30.67,33.82,6.26,2.79,0.19,77.24,-2.89,1.23,289.47,44.38,78779.38,44,一级
甘肃省,2013-09-01,31.9,34.61,7.82,2.73,0.22,73.06,-1.31,-0.47,287.33,57.59,78948.96,46,一级
甘肃省,2013-09-02,24.28,26.33,6.04,2.18,0.2,78.93,-1.38,-0.95,287.13,52.48,79076.25,40,一级
甘肃省,2013-09-03,24.87,27.93,6.77,2.32,0.21,78.38,-2.25,0.12,286.38,53.89,79058.75,40,一级
甘肃省,2013-09-04,27.21,29.19,6.49,2.15,0.2,79.19,-3.18,-0.19,285.48,56.16,79059.97,40,一级
甘肃省,2013-09-05,28.7,31.48,6.96,2.28,0.21,80.36,-3.35,0.89,286.05,52.68,79024.62,42,一级
甘肃省,2013-09-06,27.93,32.04,6.98,2.47,0.22,84.22,-2.87,1.91,286.93,48.22,78987.29,43,一级
甘肃省,2013-09-07,37.24,41.49,9.81,2.84,0.26,79.51,-1.24,1.0,286.2,55.59,78951.12,53,二级
甘肃省,2013-09-08,30.17,33.27,7.58,2.32,0.22,77.8,1.97,-0.42,286.5,50.75,78986.39,44,一级
甘肃省,2013-09-09,27.62,31.26,5.5,2.22,0.2,74.58,1.11,-0.38,286.33,51.85,79038.04,40,一级
甘肃省,2013-09-10,17.99,19.84,3.71,2.02,0.17,75.67,2.01,-0.73,286.68,47.09,78994.13,38,一级
甘肃省,2013-09-11,20.03,24.03,4.27,2.28,0.19,76.59,3.76,1.11,287.97,40.17,78927.16,39,一级
甘肃省,2013-09-12,19.44,22.59,3.87,2.15,0.19,73.91,4.45,-0.36,289.17,34.69,78918.75,37,一级
甘肃省,2013-09-13,19.94,24.38,3.89,2.57,0.18,73.52,1.85,-0.71,289.65,29.8,78918.62,37,一级
甘肃省,2013-09-14,31.41,35.57,4.79,2.54,0.19,69.69,-1.68,-0.26,288.41,38.5,78883.97,45,一级
甘肃省,2013-09-15,30.87,36.19,8.11,2.74,0.22,71.93,-3.05,2.09,288.44,50.13,78583.82,45,一级
甘肃省,2013-09-16,29.3,32.9,9.2,2.28,0.22,76.7,-2.12,1.89,288.14,54.9,78461.77,42,一级
甘肃省,2013-09-17,30.66,34.0,9.35,2.3,0.23,74.21,-0.96,1.73,287.53,63.29,78598.06,44,一级
甘肃省,2013-09-18,24.79,27.03,5.9,2.18,0.19,69.19,1.41,-0.18,286.35,64.63,78990.26,36,一级
甘肃省,2013-09-19,17.29,19.73,3.75,2.53,0.16,66.88,-1.69,0.41,286.26,50.43,79096.08,34,一级
甘肃省,2013-09-20,19.79,22.2,5.21,2.84,0.19,71.67,0.68,0.49,286.8,54.15,78958.94,36,一级
甘肃省,2013-09-21,22.76,26.87,5.83,2.73,0.21,75.43,0.93,0.49,287.97,43.74,78757.75,38,一级
甘肃省,2013-09-22,46.61,51.45,5.87,2.6,0.23,68.98,-1.14,-1.68,282.54,53.55,79012.32,65,二级
甘肃省,2013-09-23,37.43,40.59,3.38,2.2,0.16,62.63,-1.2,-1.4,281.34,43.28,79268.66,54,二级
甘肃省,2013-09-24,30.68,34.14,4.52,2.77,0.17,63.67,-3.08,-0.36,281.91,37.3,79411.5,44,一级
甘肃省,2013-09-25,26.33,30.14,5.45,3.3,0.19,64.99,-2.75,1.07,281.94,36.6,79469.28,38,一级
甘肃省,2013-09-26,31.28,36.65,6.19,3.5,0.21,67.52,1.69,0.95,283.35,37.59,79199.8,45,一级
甘肃省,2013-09-27,40.36,44.06,3.55,2.81,0.2,65.81,4.44,-1.22,285.89,30.85,78983.23,57,二级
甘肃省,2013-09-28,32.28,36.85,2.71,3.03,0.19,67.0,1.57,-1.55,288.04,22.77,78960.84,47,一级
甘肃省,2013-09-29,28.32,36.72,5.4,3.8,0.21,67.19,-1.01,0.83,286.66,35.08,78890.32,41,一级
甘肃省,2013-09-30,30.96,34.56,7.02,3.6,0.22,66.1,-0.25,0.35,284.5,46.83,79067.98,45,一级
甘肃省,2013-10-01,21.93,25.51,3.83,2.86,0.19,66.07,-2.02,0.83,285.69,35.91,79329.78,34,一级
甘肃省,2013-10-02,23.3,27.91,5.82,3.23,0.2,70.9,-0.96,1.59,285.71,35.91,79354.72,36,一级
甘肃省,2013-10-03,25.49,29.36,5.79,3.01,0.2,73.83,1.74,0.09,285.98,37.68,79309.22,37,一级
甘肃省,2013-10-04,26.75,32.23,6.69,3.09,0.23,74.73,1.0,1.82,286.69,35.3,78939.46,39,一级
甘肃省,2013-10-05,35.01,41.66,10.18,3.16,0.24,70.48,2.85,1.39,286.03,39.38,78872.65,51,二级
甘肃省,2013-10-06,29.85,35.05,6.95,3.05,0.22,67.68,2.08,0.55,285.95,36.54,79343.59,43,一级
甘肃省,2013-10-07,21.63,27.56,5.16,3.15,0.21,68.29,1.04,-0.12,285.58,36.7,79574.44,35,一级
甘肃省,2013-10-08,16.38,22.14,3.85,3.38,0.2,67.97,3.54,1.3,287.57,24.0,79201.74,34,一级
甘肃省,2013-10-09,21.67,26.75,4.54,3.23,0.19,65.22,3.87,-1.58,286.45,27.93,79128.83,33,一级
甘肃省,2013-10-10,18.99,23.6,3.01,3.23,0.16,64.89,0.73,-0.35,286.55,25.36,79312.93,33,一级
甘肃省,2013-10-11,18.0,26.16,5.99,3.99,0.22,67.19,-1.03,1.26,286.2,32.98,78991.11,34,一级
甘肃省,2013-10-12,21.06,28.0,8.4,3.68,0.24,62.96,0.17,-0.6,283.12,44.53,79013.44,32,一级
甘肃省,2013-10-13,16.38,20.74,5.87,3.29,0.19,62.04,0.87,-1.48,280.55,50.46,79198.69,32,一级
甘肃省,2013-10-14,11.1,12.67,3.66,2.26,0.17,68.68,-1.51,-2.22,277.42,50.5,79658.63,35,一级
甘肃省,2013-10-15,14.79,17.22,4.74,3.69,0.23,67.73,-2.02,1.38,277.3,44.73,79387.72,34,一级
甘肃省,2013-10-16,19.09,21.54,6.42,4.1,0.27,69.88,0.15,0.6,278.82,47.5,79274.1,35,一级
甘肃省,2013-10-17,21.3,25.39,5.71,4.45,0.29,67.55,0.48,-0.52,279.96,43.62,79431.49,34,一级
甘肃省,2013-10-18,26.45,30.46,4.64,3.8,0.25,61.13,-2.62,-0.96,278.69,41.49,79614.22,38,一级
甘肃省,2013-10-19,18.92,23.83,5.86,4.65,0.25,59.12,-2.14,0.34,277.01,40.91,79585.01,30,一级
甘肃省,2013-10-20,19.71,23.12,6.07,4.17,0.25,64.07,1.55,0.02,277.08,53.7,79370.34,33,一级
甘肃省,2013-10-21,27.77,32.66,5.05,4.98,0.3,64.63,3.5,-0.9,277.94,46.42,79215.36,40,一级
甘肃省,2013-10-22,41.45,48.01,4.09,4.92,0.27,64.8,3.05,-0.74,278.06,30.4,79407.23,59,二级
甘肃省,2013-10-23,19.52,26.93,3.32,4.76,0.23,68.09,1.51,-0.14,279.95,23.7,79389.88,35,一级
甘肃省,2013-10-24,19.52,27.47,6.62,5.04,0.28,67.3,-1.71,1.2,278.82,28.25,79321.36,34,一级
甘肃省,2013-10-25,37.22,48.52,13.78,6.19,0.47,60.69,-0.91,1.41,277.47,41.87,79281.63,53,二级
甘肃省,2013-10-26,34.96,46.39,11.21,5.95,0.36,60.91,2.21,0.52,277.86,43.42,79148.55,50,一级
甘肃省,2013-10-27,26.4,32.56,6.72,4.49,0.31,65.55,1.53,-0.54,277.84,42.35,79010.97,38,一级
甘肃省,2013-10-28,19.54,25.08,5.93,4.11,0.3,65.84,-2.56,0.2,277.26,46.76,79053.2,33,一级
甘肃省,2013-10-29,21.87,28.38,9.63,5.52,0.42,58.74,-3.19,1.1,276.06,52.25,79144.82,32,一级
甘肃省,2013-10-30,32.55,39.05,13.1,7.0,0.51,55.69,-0.22,0.63,274.87,60.87,79139.9,47,一级
甘肃省,2013-10-31,29.45,36.59,11.59,6.98,0.53,58.33,1.38,0.2,274.76,60.24,79207.68,43,一级
甘肃省,2013-11-01,19.73,26.1,7.04,6.02,0.48,67.05,2.2,-0.26,275.9,43.98,79256.63,34,一级
甘肃省,2013-11-02,25.92,34.62,9.55,5.95,0.53,66.2,-1.36,0.17,275.18,51.37,79302.84,38,一级
甘肃省,2013-11-03,25.57,37.33,9.71,6.23,0.52,61.12,-0.56,1.26,274.6,55.22,79348.81,38,一级
甘肃省,2013-11-04,26.06,34.63,9.64,5.46,0.52,60.07,2.77,0.42,274.31,61.19,79394.49,38,一级
甘肃省,2013-11-05,21.01,31.14,7.3,6.23,0.49,63.09,3.93,-0.23,275.17,45.64,79360.66,32,一级
甘肃省,2013-11-06,12.26,20.72,5.2,5.26,0.32,63.41,1.98,-0.76,275.1,35.32,79332.07,32,一级
甘肃省,2013-11-07,17.46,29.04,8.5,6.47,0.37,61.29,2.43,1.25,275.55,38.48,78875.42,31,一级
甘肃省,2013-11-08,23.9,35.79,8.81,5.95,0.37,57.61,1.47,-0.11,274.23,54.29,78775.91,36,一级
甘肃省,2013-11-09,14.13,20.46,8.03,4.26,0.25,58.35,-3.43,-1.21,272.68,56.36,79324.71,30,一级
甘肃省,2013-11-10,18.93,32.32,10.19,5.25,0.29,51.9,-4.46,1.44,271.81,54.36,79374.83,33,一级
甘肃省,2013-11-11,30.87,41.07,16.86,6.81,0.33,48.89,-0.39,1.38,271.79,49.29,79261.98,45,一级
甘肃省,2013-11-12,37.79,50.7,10.73,5.76,0.34,51.81,1.16,0.22,271.32,52.23,79131.94,54,二级
甘肃省,2013-11-13,35.14,51.57,8.97,4.78,0.31,57.87,2.9,-1.92,269.72,55.07,79264.06,51,二级
甘肃省,2013-11-14,29.68,77.58,6.72,4.49,0.33,66.45,4.37,-0.84,270.69,36.24,79311.69,64,二级
甘肃省,2013-11-15,33.4,64.29,10.25,5.66,0.45,63.12,5.18,-1.11,272.0,32.4,79330.4,58,二级
甘肃省,2013-11-16,21.68,44.73,8.94,4.58,0.38,67.42,3.35,-1.08,273.31,22.85,79454.34,45,一级
甘肃省,2013-11-17,19.3,36.19,7.85,4.97,0.43,67.02,2.93,-0.76,273.03,23.95,79427.4,37,一级
甘肃省,2013-11-18,19.85,34.77,8.42,6.04,0.43,65.57,2.86,-0.56,273.69,21.28,79416.23,35,一级
甘肃省,2013-11-19,23.91,40.78,11.01,6.69,0.48,64.89,3.76,-0.83,273.32,22.67,79236.07,41,一级
甘肃省,2013-11-20,20.83,32.51,9.18,5.97,0.45,64.49,1.95,-0.39,273.24,21.63,78998.24,33,一级
甘肃省,2013-11-21,26.19,37.85,9.72,7.19,0.41,59.23,-0.5,1.22,272.43,37.18,78835.83,38,一级
甘肃省,2013-11-22,38.62,49.99,13.56,9.1,0.5,48.42,1.92,-1.14,269.01,64.02,79178.61,55,二级
甘肃省,2013-11-23,22.4,41.23,5.05,3.24,0.39,54.9,6.64,-4.05,265.84,66.63,79440.58,42,一级
甘肃省,2013-11-24,15.17,33.55,7.5,3.88,0.4,62.65,6.09,-2.9,268.14,38.08,79114.05,34,一级
甘肃省,2013-11-25,14.84,23.57,9.69,5.56,0.48,62.37,5.14,-1.81,269.66,28.84,78914.97,32,一级
甘肃省,2013-11-26,12.13,17.8,5.08,4.22,0.42,62.59,3.49,-2.93,268.53,36.5,79046.46,32,一级
甘肃省,2013-11-27,7.32,11.0,4.25,3.48,0.32,65.51,1.31,-1.59,266.9,39.67,79482.05,33,一级
甘肃省,2013-11-28,9.3,12.98,6.51,4.85,0.37,63.1,0.86,0.13,268.24,35.27,79505.66,32,一级
甘肃省,2013-11-29,14.61,20.5,9.09,6.1,0.52,59.89,4.41,-0.75,270.27,31.13,79225.76,30,一级
甘肃省,2013-11-30,14.54,19.71,10.87,6.17,0.53,57.69,4.43,-1.73,270.82,30.76,79317.85,29,一级
甘肃省,2013-12-01,19.15,26.21,14.27,8.33,0.68,56.42,4.88,-0.83,272.58,28.64,79234.58,29,一级
甘肃省,2013-12-02,19.32,27.5,8.62,6.94,0.58,59.32,2.62,-1.27,273.26,28.57,79067.09,30,一级
甘肃省,2013-12-03,12.39,21.81,7.28,5.47,0.44,58.47,0.61,0.57,272.22,30.65,79085.83,30,一级
甘肃省,2013-12-04,14.8,26.88,10.49,5.87,0.54,56.05,2.67,-0.44,271.15,33.99,79057.59,29,一级
甘肃省,2013-12-05,12.31,22.4,7.25,5.06,0.45,57.38,1.49,-0.12,271.56,31.49,79113.56,29,一级
甘肃省,2013-12-06,19.29,34.27,12.68,7.31,0.6,56.05,2.85,-0.06,271.97,30.89,78907.58,35,一级
甘肃省,2013-12-07,21.75,34.25,9.66,6.94,0.6,53.37,2.24,-0.7,270.39,35.73,78865.68,35,一级
甘肃省,2013-12-08,10.35,15.85,5.43,4.15,0.44,54.45,0.97,-2.97,267.32,44.21,79214.06,28,一级
甘肃省,2013-12-09,10.01,17.96,6.56,4.71,0.43,54.49,0.73,0.6,267.92,30.8,78892.87,28,一级
甘肃省,2013-12-10,10.71,18.24,6.7,4.97,0.49,52.02,-0.08,-1.8,266.23,34.48,78987.88,27,一级
甘肃省,2013-12-11,12.98,21.29,6.72,5.64,0.48,52.27,0.63,0.85,266.97,33.63,78827.13,27,一级
甘肃省,2013-12-12,18.12,28.77,7.94,6.87,0.6,53.54,2.12,-0.6,268.01,34.37,78786.75,29,一级
甘肃省,2013-12-13,20.29,33.3,9.02,7.24,0.66,53.26,3.23,-0.35,267.2,38.34,79000.69,34,一级
甘肃省,2013-12-14,14.59,21.52,6.14,5.67,0.57,51.67,3.26,-1.39,265.6,58.5,79332.84,26,一级
甘肃省,2013-12-15,14.92,20.41,5.23,5.58,0.58,54.39,3.32,-0.34,266.45,50.4,79397.09,28,一级
甘肃省,2013-12-16,17.65,24.8,5.56,6.07,0.65,57.57,2.56,0.76,268.82,30.7,79029.58,29,一级
甘肃省,2013-12-17,21.92,30.98,8.66,7.47,0.55,51.96,0.42,-0.08,267.53,38.36,78898.99,32,一级
甘肃省,2013-12-18,31.07,39.36,13.89,8.91,0.57,48.57,-0.45,0.75,266.33,41.07,78916.84,45,一级
甘肃省,2013-12-19,51.12,65.05,16.84,10.38,0.73,48.89,-0.01,0.68,264.62,50.71,78903.59,71,二级
甘肃省,2013-12-20,40.26,49.21,16.46,8.88,0.76,48.13,1.49,-0.91,262.75,66.46,79282.61,57,二级
甘肃省,2013-12-21,30.74,40.4,10.43,7.36,0.64,52.04,-0.03,1.28,264.66,55.22,79067.79,44,一级
甘肃省,2013-12-22,50.06,62.84,14.85,9.65,0.7,52.75,-0.22,1.46,265.74,51.92,78876.68,69,二级
甘肃省,2013-12-23,53.8,67.84,17.24,9.35,0.76,50.42,1.82,0.52,264.66,57.12,79109.56,74,二级
甘肃省,2013-12-24,45.5,56.2,13.5,8.8,0.78,50.48,2.41,-0.06,264.49,59.83,79282.52,64,二级
甘肃省,2013-12-25,28.58,36.72,7.96,5.78,0.61,53.86,0.54,-1.24,263.65,54.97,79310.16,41,一级
甘肃省,2013-12-26,13.17,18.83,5.93,4.85,0.4,51.7,1.09,-0.33,261.09,59.69,79436.01,26,一级
甘肃省,2013-12-27,16.71,23.62,8.59,5.49,0.45,55.35,1.74,-0.87,263.01,48.97,79190.02,28,一级
甘肃省,2013-12-28,16.33,23.96,6.01,5.22,0.43,58.75,0.7,-0.33,262.85,46.87,79078.0,30,一级
甘肃省,2013-12-29,22.15,36.66,12.53,6.71,0.58,57.66,3.91,-1.16,263.27,45.23,79042.26,37,一级
甘肃省,2013-12-30,16.34,30.24,10.86,5.69,0.53,59.5,5.65,-1.96,264.61,33.69,79188.02,31,一级
甘肃省,2013-12-31,15.93,25.52,7.94,5.63,0.45,61.27,4.89,-1.64,266.59,27.0,79116.81,31,一级
甘肃省,2014-01-01,21.31,33.27,8.3,5.93,0.52,57.1,2.73,-0.17,267.24,29.87,78728.9,34,一级
甘肃省,2014-01-02,21.32,34.22,11.48,5.81,0.51,54.11,4.17,-2.63,265.32,34.3,78909.59,35,一级
甘肃省,2014-01-03,17.01,32.45,9.37,5.69,0.59,56.3,5.28,-1.97,265.66,34.88,79114.72,33,一级
甘肃省,2014-01-04,17.84,28.97,8.82,6.15,0.47,59.51,2.41,0.42,268.19,24.69,78753.24,30,一级
甘肃省,2014-01-05,23.86,37.99,10.72,7.22,0.53,53.29,1.56,0.78,266.9,31.94,78411.57,38,一级
甘肃省,2014-01-06,27.05,40.02,11.66,7.63,0.54,51.63,0.58,-1.37,263.36,50.77,78537.48,41,一级
甘肃省,2014-01-07,11.34,17.04,6.42,4.73,0.53,54.2,2.03,-2.97,259.73,56.16,79083.26,28,一级
甘肃省,2014-01-08,9.53,14.56,5.01,4.79,0.38,59.03,1.78,-0.31,260.74,49.03,79203.7,30,一级
甘肃省,2014-01-09,15.84,24.53,7.86,6.65,0.46,58.13,1.26,1.63,264.21,39.01,78745.97,30,一级
甘肃省,2014-01-10,27.53,40.2,11.69,8.12,0.57,53.06,1.25,0.11,263.25,51.45,78909.54,41,一级
甘肃省,2014-01-11,20.9,31.18,10.99,6.81,0.48,55.26,2.61,-2.02,262.2,45.61,79447.39,32,一级
甘肃省,2014-01-12,14.64,22.89,8.47,5.73,0.41,59.14,2.67,0.27,263.23,38.25,79449.82,30,一级
甘肃省,2014-01-13,19.28,29.93,7.3,6.9,0.55,59.19,3.34,0.78,266.19,31.19,78971.7,30,一级
甘肃省,2014-01-14,27.17,38.13,10.45,7.61,0.54,53.24,1.15,0.64,265.64,33.67,79011.87,39,一级
甘肃省,2014-01-15,34.96,47.75,14.83,9.18,0.66,54.05,1.94,0.57,266.13,37.69,78989.05,50,一级
甘肃省,2014-01-16,27.09,37.54,10.41,7.75,0.56,56.28,2.14,-0.23,267.54,32.35,79146.91,39,一级
甘肃省,2014-01-17,19.77,31.04,12.77,7.01,0.53,54.28,0.78,0.96,267.92,29.21,79271.86,32,一级
甘肃省,2014-01-18,29.49,60.31,11.62,6.78,0.69,53.54,4.08,0.14,267.12,35.11,79389.47,56,二级
甘肃省,2014-01-19,12.19,32.91,5.05,4.22,0.45,62.34,3.4,-2.53,265.9,27.93,79597.05,33,一级
甘肃省,2014-01-20,14.46,24.12,9.37,6.12,0.48,66.8,3.16,-0.32,267.85,19.25,79490.36,34,一级
甘肃省,2014-01-21,22.11,32.93,11.06,8.17,0.54,65.37,2.1,1.56,270.09,19.06,79128.25,33,一级
甘肃省,2014-01-22,32.19,48.29,15.05,8.55,0.69,57.43,4.6,1.66,272.04,20.81,78730.85,49,一级
甘肃省,2014-01-23,30.5,42.38,14.02,8.5,0.62,53.19,1.99,0.04,271.69,25.86,78563.89,44,一级
甘肃省,2014-01-24,17.14,28.48,10.02,6.06,0.44,53.54,3.3,-1.87,269.45,33.59,78765.64,29,一级
甘肃省,2014-01-25,14.53,21.99,8.5,5.75,0.45,55.06,1.51,0.44,270.59,30.12,78881.75,28,一级
甘肃省,2014-01-26,27.32,40.13,16.28,8.89,0.69,54.21,2.61,1.8,271.48,32.95,78784.77,41,一级
甘肃省,2014-01-27,26.84,36.03,8.71,6.77,0.6,54.34,2.28,-0.62,270.31,34.16,78931.61,39,一级
甘肃省,2014-01-28,19.26,28.28,8.18,6.82,0.52,54.79,3.92,1.5,271.2,28.57,78737.61,29,一级
甘肃省,2014-01-29,31.03,42.34,10.47,7.02,0.65,54.78,4.9,0.01,271.82,28.03,78674.17,45,一级
甘肃省,2014-01-30,26.15,39.87,11.52,6.69,0.56,59.3,4.86,2.01,275.88,19.42,78410.87,40,一级
甘肃省,2014-01-31,54.38,66.21,17.4,6.91,0.73,56.05,5.11,-0.52,275.37,23.09,78482.57,75,二级
甘肃省,2014-02-01,23.33,30.24,9.75,5.64,0.51,55.57,3.37,-0.8,274.83,23.13,78702.33,34,一级
甘肃省,2014-02-02,17.74,23.89,5.7,5.54,0.49,52.87,1.68,-1.75,271.6,29.34,78838.0,27,一级
甘肃省,2014-02-03,8.67,20.96,6.24,3.71,0.38,52.31,-1.74,-0.36,269.15,28.5,78817.33,27,一级
甘肃省,2014-02-04,21.45,41.58,12.23,5.54,0.53,45.86,-2.14,2.03,267.75,40.06,78083.28,42,一级
甘肃省,2014-02-05,29.55,59.76,11.97,5.76,0.54,44.04,-0.82,0.46,266.23,49.28,78094.94,55,二级
甘肃省,2014-02-06,31.2,50.82,11.14,5.69,0.58,43.84,0.41,-0.56,263.84,59.39,78407.84,51,二级
甘肃省,2014-02-07,26.25,50.09,8.58,4.96,0.49,48.67,-0.47,0.32,265.08,48.59,78321.0,51,二级
甘肃省,2014-02-08,32.35,46.19,13.35,5.79,0.56,47.29,-3.63,-0.06,262.95,63.96,78333.05,47,一级
甘肃省,2014-02-09,25.3,33.91,13.27,5.84,0.49,47.68,-1.7,0.49,260.68,68.25,78606.98,37,一级
甘肃省,2014-02-10,38.52,48.94,15.73,7.09,0.59,50.23,0.24,0.92,261.81,64.01,78609.91,55,二级
甘肃省,2014-02-11,41.18,53.59,12.5,6.46,0.54,51.64,-0.99,0.88,262.88,63.41,78308.26,58,二级
甘肃省,2014-02-12,40.16,51.97,13.93,6.02,0.54,54.12,0.71,0.43,261.92,68.51,78485.41,57,二级
甘肃省,2014-02-13,39.84,49.12,12.0,6.06,0.59,55.9,2.72,0.92,263.7,55.98,78687.0,57,二级
甘肃省,2014-02-14,35.5,42.96,9.6,6.21,0.54,57.74,2.12,1.19,265.37,50.16,78516.28,51,二级
甘肃省,2014-02-15,38.57,45.82,10.46,6.67,0.58,56.36,0.38,0.44,264.48,60.87,78346.12,55,二级
甘肃省,2014-02-16,44.75,51.15,13.4,7.83,0.65,51.83,-1.13,0.55,263.43,70.42,78383.2,63,二级
甘肃省,2014-02-17,50.04,57.49,14.92,8.23,0.72,51.37,1.79,-0.27,262.74,72.21,78761.14,69,二级
甘肃省,2014-02-18,22.92,29.4,7.31,5.37,0.5,62.18,4.25,-1.33,263.55,57.12,79057.02,33,一级
甘肃省,2014-02-19,16.68,24.25,8.55,7.06,0.51,63.71,3.45,0.48,267.83,38.45,78745.96,32,一级
甘肃省,2014-02-20,27.5,36.85,9.86,7.02,0.6,62.45,1.01,1.86,269.94,40.46,78579.89,40,一级
甘肃省,2014-02-21,30.66,38.57,8.79,6.56,0.58,60.59,0.97,1.4,270.21,46.09,78621.6,44,一级
甘肃省,2014-02-22,34.15,44.64,11.06,6.77,0.64,59.72,1.69,0.83,270.96,48.15,78826.52,49,一级
甘肃省,2014-02-23,36.54,47.94,10.37,7.07,0.62,58.43,0.42,2.2,272.42,50.14,78724.37,52,二级
甘肃省,2014-02-24,37.75,49.1,9.59,6.54,0.64,58.84,0.5,1.04,273.08,51.66,78727.07,54,二级
甘肃省,2014-02-25,35.59,53.65,9.16,5.76,0.63,56.48,1.45,-0.81,270.31,59.2,78945.51,52,二级
甘肃省,2014-02-26,16.63,40.02,5.1,3.62,0.43,56.37,-0.28,-1.28,267.25,53.76,79078.41,41,一级
甘肃省,2014-02-27,16.33,34.99,8.21,6.12,0.5,53.45,-0.12,0.74,268.28,49.82,78671.04,35,一级
甘肃省,2014-02-28,18.17,34.09,7.09,4.91,0.47,56.43,1.69,-1.25,267.08,54.83,78739.44,35,一级
甘肃省,2014-03-01,15.25,28.35,5.4,4.8,0.45,61.92,2.43,-0.66,267.95,46.45,78835.06,31,一级
甘肃省,2014-03-02,24.04,38.05,9.22,5.86,0.53,61.33,1.34,0.88,269.13,47.08,78499.62,39,一级
甘肃省,2014-03-03,24.85,39.62,8.39,5.3,0.52,60.44,1.9,-2.23,267.31,52.89,78680.44,40,一级
甘肃省,2014-03-04,8.82,18.75,5.45,4.35,0.32,66.88,0.78,-0.57,267.77,34.51,78923.44,34,一级
甘肃省,2014-03-05,17.79,31.62,8.36,6.22,0.43,63.83,0.06,-0.39,268.9,42.92,78790.09,32,一级
甘肃省,2014-03-06,25.57,38.94,12.0,7.7,0.48,59.01,-1.55,0.86,268.49,46.05,78727.2,39,一级
甘肃省,2014-03-07,30.95,41.81,11.57,7.16,0.52,58.98,1.34,0.55,269.07,55.66,78655.05,45,一级
甘肃省,2014-03-08,23.98,35.02,8.13,6.03,0.44,66.84,1.63,0.33,271.75,39.31,78787.62,36,一级
甘肃省,2014-03-09,23.73,36.18,8.17,6.31,0.5,69.61,1.71,2.09,274.8,32.59,78692.39,37,一级
甘肃省,2014-03-10,27.03,38.61,9.68,5.81,0.58,67.49,0.78,1.16,275.12,36.25,78556.54,39,一级
甘肃省,2014-03-11,21.52,35.59,7.74,4.16,0.46,63.3,1.32,-2.48,271.12,50.37,78861.31,36,一级
